5.44,5.44,2020-12-11 17:19:59
5.46,5.78,2020-12-11 17:29:59
5.7,5.72,2020-12-11 17:39:59
5.7,5.74,2020-12-11 17:49:59
5.74,5.68,2020-12-11 17:59:59
5.62,5.54,2020-12-11 18:09:59
5.52,5.52,2020-12-11 18:19:59
5.5,5.5,2020-12-11 18:29:59
5.5,5.54,2020-12-11 18:39:59
5.7,5.7,2020-12-11 18:49:59
